UniqueID	P0.5 A	P0.5 B	P0.5 C	P1 d	P1 h	P1 i 	P1.5 c	P1.5 d	P1.5 g	P2.5 c	P2.5 g	P2.5 j	P4 a	P4 b	P4 f	P5 a	P5 b	P5 f	P7 a	P7 b	P7 c	P10 d	P10 e	P10 f	P13.5 a	P13.5 b	P13.5 c	P15 a	P15 b	P15 c	P19 c	P19 e	P19 f	P23 d	P23 e	P23 f 	P28c	P28d	P28e
Q60865	3.48	7.47	3.76	6.03	3.61	6.88	3.94	3.51	2.82	5.96	5.49	3.14	0.82	3.84	7.54	9.45	0.0	5.75	2.85	3.31	2.96	2.66	1.7	3.64	0.97	2.71	3.7	0.0	0.0	0.0	3.65	2.81	0.93	0.86	1.5	0.0	1.56	0.0	0.0
Q60864	5.81	6.23	5.01	7.03	4.81	4.59	3.94	4.39	7.52	3.97	4.39	6.28	7.39	8.44	14.25	10.39	9.27	4.93	4.75	7.44	6.91	1.77	5.93	4.55	8.77	4.52	4.62	8.2	4.52	0.0	6.39	6.55	3.71	3.45	5.26	2.8	3.12	0.0	0.0
Q99PL5	4.65	4.98	5.01	5.02	6.02	4.59	3.94	7.03	6.58	1.99	2.19	5.23	5.75	9.98	11.73	9.45	4.12	1.64	5.7	4.13	2.96	5.31	1.7	0.0	2.92	6.33	3.7	4.1	0.9	0.0	5.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P07310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	1.5	0.93	0.0	0.0	0.0
P47738	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	2.3	3.35	0.0	0.0	0.0	6.65	1.65	0.0	0.0	0.0	0.0	0.0	0.0	2.77	0.0	0.0	5.22	4.57	0.94	0.0	2.59	0.0	0.0	0.0	0.0	0.0
Q80YX1	1.16	0.0	0.0	2.01	0.0	0.0	1.97	0.0	0.94	2.98	1.1	0.0	2.46	2.3	7.54	4.72	2.06	2.46	3.8	6.62	0.0	1.77	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17047	3.48	3.74	5.01	4.02	3.61	5.74	2.96	1.76	2.82	3.97	1.1	0.0	0.0	1.53	3.35	0.0	2.06	0.0	2.85	1.65	0.0	0.89	1.7	3.64	0.97	5.42	4.62	2.05	5.42	0.0	1.83	5.62	0.0	4.31	1.5	0.0	1.56	0.0	0.0
Q61503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	1.98	4.43	3.39	1.82	6.82	10.85	8.31	11.28	11.74	3.48	10.04	13.11	10.19	7.76	11.27	14.01	14.03	8.45	7.6
P06797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	1.53	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.92	0.0	1.81	0.0	0.0	1.87	0.0	0.0	0.0	0.0	1.56	0.0	0.0
Q05793	31.36	32.38	22.54	36.16	26.47	39.0	39.44	46.56	27.27	43.67	29.63	32.44	21.35	34.53	30.17	50.08	28.83	27.11	27.56	22.33	26.67	27.44	17.8	22.73	35.08	25.31	30.49	25.64	30.7	8.7	16.44	23.4	21.31	9.48	24.8	9.34	28.06	16.91	10.86
Q7TNC4	12.78	17.44	12.52	9.04	13.23	14.91	8.88	14.93	10.35	13.9	18.66	12.56	9.03	9.98	6.71	12.28	9.27	13.15	0.0	7.44	7.9	9.74	14.41	15.45	8.77	9.04	10.16	4.1	7.22	0.0	6.39	13.11	5.56	5.17	6.76	2.8	10.13	0.0	4.35
O09164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.85	1.82	2.92	5.42	2.77	1.03	7.22	6.96	17.35	11.23	5.56	10.34	15.03	5.6	26.5	4.83	6.52
B2L107	2.32	0.0	1.25	6.03	1.2	1.15	0.99	2.64	1.88	3.97	2.19	2.09	0.0	3.84	5.03	0.0	2.06	0.0	8.55	0.83	0.0	0.89	0.0	0.0	0.97	2.71	0.92	2.05	1.81	0.0	0.91	0.0	0.0	1.72	0.0	4.67	0.0	1.21	3.26
P63017	13.94	26.15	21.29	34.15	44.51	27.53	19.72	23.72	23.51	40.69	23.05	44.99	21.35	19.95	20.12	17.01	18.53	23.0	40.87	29.77	14.82	24.78	23.73	28.18	27.28	24.41	33.26	35.89	11.74	22.63	26.48	27.15	26.87	19.82	22.55	39.23	21.05	36.23	42.37
Q501J6	10.45	14.95	13.77	5.02	15.64	13.76	10.85	9.66	11.29	10.92	10.97	11.51	15.6	6.91	13.41	17.01	9.27	18.07	2.85	4.13	3.95	3.54	14.41	5.45	3.9	7.23	4.62	3.08	1.81	0.0	3.65	8.43	12.05	5.17	9.77	1.87	2.34	0.0	0.0
Q62446	17.42	17.44	21.29	18.08	21.66	17.21	16.76	17.57	17.87	17.87	17.56	18.83	7.39	5.37	13.41	17.95	18.53	15.61	8.55	13.23	9.88	15.05	11.02	10.91	8.77	11.75	12.93	5.13	11.74	0.0	3.65	4.68	6.49	3.45	3.76	5.6	3.9	2.42	9.78
P16546	1.16	2.49	5.01	21.09	1.2	1.15	0.99	5.27	2.82	2.98	3.29	11.51	0.82	6.14	12.57	3.78	4.12	2.46	23.76	3.31	1.98	6.2	6.78	7.27	5.85	5.42	7.39	12.31	1.81	1.74	11.87	5.62	5.56	7.76	6.01	11.21	5.46	8.45	8.69
O88844	4.65	4.98	6.26	6.03	3.61	5.74	8.88	7.03	0.94	4.96	8.78	0.0	4.11	1.53	10.9	1.89	5.15	2.46	2.85	3.31	0.99	0.89	0.0	0.0	10.72	6.33	4.62	0.0	7.22	0.0	5.48	7.49	12.97	5.17	2.25	4.67	8.57	2.42	4.35
O54901	5.81	4.98	8.77	4.02	2.41	3.44	2.96	1.76	2.82	3.97	3.29	2.09	1.64	0.0	1.68	0.94	2.06	1.64	0.0	1.65	1.98	0.89	1.7	1.82	2.92	3.62	1.85	4.1	0.9	0.0	0.0	1.87	0.0	4.31	3.76	1.87	4.68	0.0	7.6
Q91YW3	0.0	0.0	1.25	0.0	0.0	1.15	0.0	0.0	0.0	0.99	0.0	2.09	0.0	0.0	1.68	2.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O35143	0.0	2.49	3.76	2.01	0.0	2.29	0.99	3.51	0.0	1.99	2.19	0.0	1.64	6.91	1.68	1.89	2.06	3.29	0.0	4.13	0.0	3.54	3.39	0.91	0.0	3.62	0.0	1.03	0.0	5.22	0.91	2.81	0.93	1.72	3.76	0.0	2.34	0.0	1.09
P70296	2.32	0.0	0.0	0.0	0.0	2.29	4.93	2.64	0.0	0.0	5.49	1.05	1.64	0.0	5.03	0.94	0.0	0.82	0.95	0.83	0.99	1.77	0.85	2.73	1.95	4.52	2.77	2.05	1.81	0.0	1.83	1.87	6.49	0.86	1.5	0.93	3.9	1.21	0.0
Q7TPR4	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q60631	0.0	0.0	0.0	2.01	1.2	0.0	0.0	2.64	0.0	4.96	2.19	3.14	0.0	0.0	1.68	0.0	0.0	2.46	0.0	3.31	0.99	3.54	1.7	5.45	4.87	8.13	1.85	6.15	5.42	0.0	1.83	4.68	4.63	6.89	5.26	4.67	3.9	7.25	7.6
Q9JMG1	2.32	0.0	3.76	0.0	0.0	0.0	1.97	3.51	0.0	0.0	4.39	0.0	4.11	1.53	5.87	0.0	4.12	2.46	4.75	0.83	1.98	0.0	0.85	1.82	0.0	0.0	0.0	0.0	1.81	5.22	2.74	0.0	1.85	0.0	1.5	3.74	0.78	0.0	0.0
Q9QUI0	24.39	21.17	21.29	31.14	31.28	24.09	28.6	21.08	31.03	24.81	27.43	17.79	21.35	14.58	23.47	24.57	18.53	19.72	19.96	15.71	20.75	16.82	12.71	13.64	17.54	12.65	23.1	17.43	17.16	19.15	25.57	22.47	24.09	28.44	24.8	27.09	21.83	32.61	19.56
P97461	5.81	6.23	1.25	1.0	6.02	8.03	5.92	0.88	2.82	2.98	3.29	3.14	2.46	3.84	3.35	3.78	2.06	2.46	2.85	4.96	1.98	0.0	3.39	0.0	0.0	0.0	0.92	1.03	0.0	0.0	0.0	1.87	0.0	0.0	0.0	0.0	3.12	0.0	1.09
P26039	6.97	6.23	1.25	25.11	0.0	1.15	0.99	3.51	6.58	5.96	0.0	21.97	0.0	7.67	16.76	4.72	0.0	0.0	19.96	7.44	0.99	2.66	0.0	1.82	1.95	1.81	1.85	3.08	2.71	0.0	3.65	4.68	3.71	4.31	3.76	1.87	3.9	0.0	0.0
P02772	34.84	17.44	32.56	20.09	7.22	24.09	25.64	3.51	27.27	15.88	15.36	12.56	38.59	12.28	6.71	10.39	19.56	16.43	12.36	14.06	7.9	0.0	3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P31428	9.29	3.74	3.76	15.07	14.44	4.59	5.92	7.03	9.4	8.93	6.58	6.28	9.85	12.28	8.38	7.56	11.33	8.22	13.31	10.75	5.93	7.08	8.48	8.18	6.82	14.46	9.24	16.41	8.13	8.7	17.35	17.79	17.61	16.37	18.04	20.55	28.84	27.78	22.81
Q9WUU7	6.97	8.72	2.5	5.02	4.81	4.59	3.94	2.64	2.82	1.99	2.19	0.0	1.64	0.0	2.51	4.72	7.21	0.0	4.75	3.31	0.99	7.08	0.85	5.45	4.87	5.42	5.54	4.1	2.71	0.0	5.48	5.62	5.56	5.17	4.51	7.47	3.9	9.66	8.69
Q3UL36	0.0	0.0	1.25	0.0	0.0	3.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.95	0.83	0.99	0.0	5.09	0.91	0.0	0.0	0.92	2.05	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0
P62908	6.97	13.7	11.27	4.02	18.05	9.18	11.83	8.78	10.35	5.96	8.78	4.19	15.6	17.65	12.57	12.28	14.42	11.5	22.81	14.88	16.79	25.67	18.65	19.09	10.72	10.85	11.09	6.15	12.64	10.44	8.22	6.55	7.41	7.76	12.78	8.41	16.37	2.42	17.38
Q3ZAW8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.46	0.0	0.0	0.0	15.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
Q91VJ5	0.0	0.0	0.0	1.0	1.2	1.15	0.99	0.0	2.82	0.0	2.19	0.0	0.0	3.07	0.0	1.89	0.0	0.0	0.0	1.65	3.95	2.66	3.39	2.73	3.9	2.71	3.7	4.1	3.61	0.0	0.0	0.94	1.85	2.59	2.25	2.8	0.0	1.21	2.17
Q3UKW2	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.82	0.77	5.87	2.83	0.0	0.0	0.0	1.65	0.0	1.77	0.85	1.82	0.97	1.81	2.77	0.0	4.52	0.0	0.0	3.74	1.85	4.31	3.01	1.87	1.56	2.42	5.43
Q9WVB0	0.0	0.0	0.0	1.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	4.12	0.0	0.0	3.31	0.99	1.77	1.7	3.64	1.95	0.9	0.92	1.03	0.0	0.0	0.0	1.87	2.78	0.0	3.76	0.0	3.12	0.0	0.0
P15864	5.81	9.96	18.78	8.04	9.62	10.32	4.93	6.15	5.64	9.93	2.19	6.28	4.11	9.98	2.51	7.56	8.24	6.57	11.41	6.62	11.85	7.08	5.09	3.64	4.87	7.23	10.16	8.2	1.81	36.55	4.57	3.74	6.49	6.03	3.01	9.34	7.02	15.7	24.99
P70372	19.75	12.45	17.53	7.03	14.44	8.03	7.89	9.66	7.52	8.93	7.68	12.56	13.96	10.74	13.41	11.34	8.24	9.04	6.65	9.92	3.95	8.85	10.17	10.0	8.77	7.23	7.39	9.23	3.61	1.74	0.0	1.87	7.41	1.72	3.76	8.41	3.12	7.25	9.78
P62869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q99MD9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V9GWY0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	1.99	0.0	1.05	0.0	3.07	0.84	0.0	0.0	2.46	0.95	4.96	0.0	0.89	1.7	0.91	1.95	0.9	1.85	4.1	1.81	0.0	0.0	0.0	0.0	0.86	0.75	1.87	1.56	0.0	4.35
O88342	11.62	2.49	10.02	1.0	1.2	8.03	4.93	8.78	15.05	7.94	8.78	2.09	13.14	4.6	0.0	2.83	15.44	17.25	2.85	9.92	16.79	6.2	4.24	3.64	10.72	8.13	15.71	8.2	16.25	1.74	9.13	17.79	15.75	12.93	11.27	13.08	1.56	0.0	1.09
Q91VW3	1.16	0.0	2.5	2.01	0.0	3.44	2.96	5.27	1.88	3.97	5.49	0.0	4.11	6.14	7.54	1.89	3.09	3.29	3.8	4.13	1.98	2.66	3.39	5.45	2.92	2.71	0.92	6.15	5.42	0.0	3.65	7.49	3.71	2.59	2.25	4.67	4.68	8.45	7.6
Q60994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57	0.0	0.0	0.0	1.5	1.87	0.0	2.42	1.09
P11087	0.0	0.0	0.0	5.02	0.0	0.0	0.0	2.64	0.94	0.0	0.0	0.0	2.46	1.53	0.84	0.0	0.0	2.46	0.95	3.31	2.96	1.77	3.39	3.64	3.9	2.71	2.77	7.18	0.0	0.0	1.83	0.0	4.63	3.45	0.0	6.54	3.12	8.45	7.6
Q8JZS0	6.97	1.25	1.25	0.0	2.41	0.0	1.97	0.0	0.0	3.97	2.19	1.05	0.0	0.0	0.84	0.94	0.0	0.0	0.0	0.0	0.0	2.66	0.85	2.73	1.95	1.81	0.0	1.03	0.9	0.0	0.0	3.74	0.0	2.59	1.5	0.0	0.78	4.83	3.26
P63087	6.97	0.0	13.77	23.1	0.0	0.0	11.83	11.42	13.17	0.0	9.88	9.42	14.78	12.28	15.93	11.34	11.33	10.68	8.55	11.58	14.82	8.85	17.8	17.27	12.67	12.65	12.93	0.0	0.0	0.0	18.26	14.04	12.97	14.65	13.53	14.94	7.8	9.66	11.95
Q9CQR2	11.62	14.95	16.28	10.04	12.03	20.65	8.88	7.03	19.75	10.92	13.17	13.6	10.67	9.21	16.76	9.45	18.53	7.39	9.5	14.06	9.88	15.93	11.87	8.18	17.54	17.17	16.63	16.41	10.84	12.18	13.7	13.11	11.12	15.51	10.52	15.88	15.59	12.08	16.3
Q9DBJ1	6.97	2.49	1.25	0.0	2.41	0.0	1.97	0.88	0.94	0.0	0.0	0.0	1.64	0.0	3.35	0.0	0.0	0.0	3.8	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	1.83	1.87	4.63	0.86	0.0	0.93	0.0	0.0	0.0
Q61029	24.39	18.68	20.03	24.11	31.28	30.97	19.72	20.21	16.93	14.89	13.17	21.97	14.78	15.35	10.9	13.23	9.27	12.32	22.81	19.02	14.82	17.7	14.41	14.54	18.51	18.98	15.71	15.38	9.93	3.48	12.78	16.85	19.46	14.65	12.78	14.01	14.81	4.83	17.38
Q61820	6.97	4.98	12.52	7.03	4.81	5.74	6.9	3.51	6.58	11.91	9.88	9.42	2.46	5.37	8.38	9.45	11.33	6.57	8.55	5.79	8.89	7.97	3.39	3.64	5.85	5.42	1.85	5.13	3.61	0.0	3.65	8.43	9.27	8.62	6.76	13.08	8.57	9.66	13.04
Q61344	53.43	49.82	45.08	60.26	57.75	50.47	51.28	71.16	63.95	53.6	71.33	56.5	56.65	65.99	62.02	47.25	62.81	45.19	63.68	43.83	66.19	61.07	49.16	40.91	0.0	0.0	0.0	0.0	0.0	0.0	56.61	51.49	37.07	0.0	46.6	0.0	0.0	68.83	0.0
Q9Z1Q5	1.16	6.23	6.26	10.04	0.0	6.88	3.94	3.51	2.82	3.97	2.19	3.14	7.39	7.67	13.41	4.72	13.39	11.5	8.55	8.27	5.93	6.2	4.24	6.36	7.8	9.04	5.54	6.15	9.03	0.0	6.39	13.11	16.68	11.2	12.78	10.27	13.25	6.04	4.35
Q922Y1	0.0	0.0	0.0	2.01	4.81	2.29	0.0	0.88	0.94	0.99	2.19	0.0	0.0	0.77	3.35	3.78	3.09	0.82	3.8	0.0	0.99	3.54	0.85	0.0	0.97	0.0	3.7	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	3.12	0.0	0.0
Q9D8Y0	3.48	2.49	1.25	0.0	0.0	0.0	0.0	0.0	0.94	1.99	0.0	0.0	1.64	4.6	5.03	1.89	0.0	5.75	1.9	4.96	2.96	5.31	3.39	1.82	0.0	0.0	0.0	2.05	3.61	0.0	3.65	4.68	3.71	6.03	2.25	0.0	2.34	2.42	0.0
P17182	10.45	13.7	11.27	15.07	13.23	13.76	19.72	8.78	5.64	15.88	8.78	9.42	14.78	11.51	14.25	11.34	13.39	13.97	19.01	9.1	7.9	6.2	7.63	11.82	5.85	10.85	13.86	5.13	9.93	0.0	3.65	8.43	6.49	8.62	6.76	4.67	11.69	0.0	3.26
P61148	4.65	2.49	2.5	2.01	0.0	2.29	0.0	3.51	1.88	0.0	0.0	0.0	3.28	3.07	3.35	0.0	0.0	1.64	0.0	0.0	1.98	0.89	3.39	3.64	1.95	3.62	3.7	4.1	3.61	5.22	3.65	3.74	3.71	3.45	3.01	0.0	3.9	0.0	0.0
O70591	6.97	8.72	11.27	7.03	7.22	12.62	7.89	3.51	5.64	11.91	12.07	7.32	4.11	1.53	3.35	1.89	5.15	3.29	6.65	6.62	7.9	7.97	5.09	8.18	10.72	5.42	2.77	10.26	2.71	0.0	6.39	5.62	7.41	6.03	4.51	7.47	3.12	4.83	8.69
Q8CIZ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	1.03	0.82	3.8	0.0	0.0	1.77	0.0	0.91	0.0	0.9	1.85	0.0	2.71	0.0	4.57	5.62	3.71	6.89	3.01	3.74	2.34	2.42	3.26
E9Q1F2	138.22	133.26	126.47	105.46	141.96	151.4	131.15	142.31	126.96	137.96	141.56	118.23	169.14	138.89	98.06	104.89	116.35	151.99	94.09	154.63	172.87	103.55	155.1	142.71	119.85	123.83	130.27	139.47	113.78	311.56	158.88	141.35	164.02	130.13	152.56	134.5	173.83	142.5	123.85
P35279	12.78	12.45	13.77	19.08	14.44	18.35	13.81	18.45	20.69	15.88	14.27	20.93	14.78	13.05	20.95	15.12	21.62	13.97	20.91	16.54	22.72	17.7	9.32	14.54	15.59	27.12	18.48	21.54	24.38	22.63	16.44	21.53	17.61	15.51	25.55	28.02	12.47	26.57	28.25
P08249	42.98	52.31	38.82	32.14	38.5	58.5	54.24	42.17	42.32	39.7	48.28	33.48	35.31	36.83	26.82	30.24	64.87	44.36	51.32	23.15	68.16	32.75	36.45	35.45	42.87	38.87	38.8	32.82	37.93	52.22	31.05	36.51	33.36	32.75	30.81	36.43	38.2	32.61	29.33
Q9CPY7	8.13	2.49	0.0	0.0	0.0	0.0	4.93	3.51	0.0	2.98	0.0	2.09	8.21	0.0	0.0	3.78	4.12	1.64	0.95	0.83	1.98	1.77	0.85	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D6RIN4	3.48	0.0	0.0	7.03	1.2	2.29	0.99	3.51	2.82	0.0	0.0	1.05	2.46	8.44	5.87	1.89	0.0	1.64	0.0	0.0	2.96	8.85	7.63	7.27	2.92	4.52	3.7	4.1	9.93	0.0	7.3	4.68	5.56	5.17	8.27	5.6	7.02	4.83	7.6
P18760	27.88	18.68	12.52	13.06	8.42	10.32	22.68	14.06	22.57	14.89	10.97	12.56	14.78	14.58	28.5	14.17	15.44	20.54	15.21	21.5	14.82	11.51	11.02	10.91	17.54	9.94	10.16	7.18	15.35	13.92	11.87	11.23	17.61	4.31	6.01	12.14	14.03	9.66	8.69
Q9R0Y5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.95	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0
P17439	8.13	11.21	5.01	3.01	9.62	4.59	0.0	0.88	0.94	0.99	4.39	0.0	0.0	3.84	0.0	2.83	2.06	4.11	3.8	2.48	2.96	3.54	3.39	7.27	3.9	3.62	3.7	5.13	4.52	0.0	4.57	3.74	3.71	0.86	3.76	1.87	3.12	0.0	0.0
Q61937	15.1	13.7	17.53	16.07	15.64	12.62	18.74	15.81	15.99	14.89	8.78	20.93	16.42	20.72	20.12	15.12	14.42	12.32	17.11	23.98	16.79	10.62	10.17	10.91	8.77	7.23	7.39	8.2	8.13	13.92	7.3	13.11	9.27	8.62	8.27	9.34	12.47	9.66	5.43
O54988	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.76	0.94	0.0	0.0	0.0	0.82	1.53	2.51	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8BPG6	2.32	1.25	0.0	0.0	0.0	1.15	0.0	2.64	0.0	0.99	2.19	0.0	0.0	1.53	2.51	1.89	0.0	4.11	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P50543	19.75	12.45	11.27	19.08	21.66	18.35	5.92	19.33	18.81	12.9	9.88	14.65	15.6	19.18	17.6	18.9	14.42	17.25	8.55	14.88	10.87	10.62	14.41	10.91	5.85	14.46	12.93	9.23	16.25	41.77	8.22	12.17	5.56	12.07	9.02	9.34	8.57	8.45	8.69
J3QQ16	5.81	4.98	5.01	6.03	4.81	3.44	1.97	0.0	1.88	2.98	4.39	7.32	0.0	0.77	6.71	0.0	0.0	0.0	5.7	0.0	0.0	2.66	0.0	0.0	0.0	0.9	0.0	0.0	0.0	1.74	1.83	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9ESX5	2.32	4.98	2.5	4.02	1.2	0.0	2.96	6.15	1.88	1.99	0.0	0.0	4.11	5.37	0.0	3.78	0.0	2.46	0.0	0.83	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P28667	1.16	2.49	1.25	2.01	2.41	2.29	0.99	2.64	1.88	3.97	3.29	3.14	2.46	3.07	3.35	3.78	3.09	2.46	0.95	3.31	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.91	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O70569	2.32	6.23	6.26	1.0	0.0	3.44	7.89	9.66	0.94	0.99	4.39	0.0	4.11	3.84	0.84	6.61	5.15	3.29	0.0	3.31	6.91	4.43	4.24	1.82	0.0	1.81	0.92	2.05	1.81	1.74	3.65	2.81	2.78	0.0	1.5	1.87	3.12	0.0	2.17
O08749	20.91	26.15	28.8	13.06	15.64	17.21	15.78	11.42	22.57	23.82	24.14	18.83	18.06	21.49	10.9	16.06	19.56	17.25	17.11	23.98	28.65	21.24	21.19	27.27	25.33	24.41	19.4	25.64	27.99	6.96	27.39	12.17	11.12	14.65	18.79	12.14	17.93	19.32	16.3
Q8BL97	8.13	14.95	8.77	10.04	9.62	6.88	7.89	12.3	8.46	5.96	10.97	8.37	4.11	4.6	0.0	4.72	6.18	7.39	9.5	9.1	8.89	7.08	13.56	8.18	8.77	11.75	13.86	8.2	11.74	3.48	12.78	11.23	6.49	7.76	9.02	12.14	9.35	10.87	11.95
Q61233	0.0	0.0	0.0	4.02	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	0.0	0.0	4.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48	1.87	0.0	0.0	0.0	0.0	0.78	0.0	0.0
D3Z6H3	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	1.68	0.0	0.0	1.64	1.9	0.83	1.98	0.0	0.0	0.0	0.0	3.62	3.7	1.03	2.71	0.0	1.83	1.87	2.78	5.17	2.25	1.87	0.0	0.0	1.09
Q9R0P5	5.81	6.23	5.01	6.03	7.22	4.59	5.92	7.03	5.64	5.96	3.29	4.19	4.11	5.37	5.87	3.78	6.18	8.22	3.8	4.96	7.9	10.62	2.54	3.64	3.9	5.42	3.7	4.1	9.03	6.96	3.65	11.23	6.49	6.89	6.76	3.74	7.02	0.0	0.0
P24369	20.91	27.4	27.55	14.06	24.06	19.5	19.72	19.33	14.11	10.92	18.66	12.56	22.99	21.49	20.95	20.79	23.68	23.0	14.26	11.58	29.64	19.47	40.68	31.82	22.41	20.79	22.17	19.49	28.9	10.44	13.7	16.85	13.9	14.65	22.55	14.94	16.37	20.53	19.56
Q60932	2.32	4.98	2.5	7.03	0.0	2.29	0.0	0.0	1.88	1.99	2.19	5.23	0.0	0.77	1.68	0.0	2.06	3.29	4.75	4.96	0.0	1.77	0.85	1.82	3.9	0.9	4.62	6.15	0.0	0.0	2.74	3.74	3.71	3.45	2.25	2.8	2.34	2.42	0.0
O89112	4.65	4.98	2.5	0.0	0.0	1.15	0.99	2.64	1.88	0.0	0.0	1.05	4.11	2.3	0.0	0.0	4.12	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9WUM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	1.1	0.0	0.82	0.0	0.0	0.94	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	1.5	0.0	0.0	0.0	0.0
